abstract.id,row.id,TaskforceAllocation,FulltextTopicIdentifier,FulltextReviewer.initial,title,author,journal,volume,number,pages,year,doi,Timestamp,FulltextReviewer,StudyType,InteractionType,Scale,SpeciesInteracting,TraitDescription,SpeciesTraitVariation,GeneticNotes,What.is.the.scale.of.the.shift,Is.there.a.shift.in.the.interaction,What.is.the.direction.of.shift,What.factors.are.driving.that.shift,What.is.the.ecological.impact.of.the.interaction.and.shift.of.that.interaction,Is.there.a.connection.to.the.NC3,Reviewer.notes,Reviewer.outstanding.concerns,ReviewerDecision,ReviewerDecisionReason,ReviewerDecision.checked.by,FinalDecision,FinalDecisionReason,FinalDecisionNotes
MA124,60,Modelling,n/a,NM,Evolution of culture-dependent discriminate sociality: A gene-culture coevolutionary model,"Ihara, Y.",Philosophical Transactions of the Royal Society B: Biological Sciences,366,1566,889-900,2011,10.1098/rstb.2010.0247,1/17/2020 0:25:23,NM,Modelling/theory,"Competition-cooperation, Social interactions between conspecifics",Intra-specific (within population),NA (based on human cultural traits),"Cultural traits (they cite such as personal ornaments, languages, rituals, etc. but within the model it is not specified)",NA (but intended to be human),"Not necessarily inherited traits (although the model is about that), can be transmitted vertically and horizontally with conspecifics",Individuals,"Yes, possession of an arbitrary trait leads to cooperation, not having the trait leads to competition","Mutualistic to antagonistic, Antagonistic to mutualistic",Cultural differences,Resource allocation and segregation within socially interacting networks,Maintenance and evolution of novel individual behavioural traits,Gene-culture co-evolutionary model,"Issue is that it is based on human traits, but the principles should apply generally to species capable of displaying cultural traits.",Maybe,Humans as a study subject (note: this is currently being treated as an exclusion criteria),MW,pending,,[NM: This should now be includable because it is a model that may apply to non-human species]
MA258,115,Modelling,n/a,NM,Nomadic-colonial life strategies enable paradoxical survival and growth despite habitat destruction,"Tan, Zong Xuan and Cheong, Kang Hao",ELIFE,6,NA,NA,2017,10.7554/eLife.21673,1/21/2020 21:19:31,NM,Modelling/theory,Competition-cooperation,Intra-specific (within population),"NA (based on species that exhibit both a colonial and nomadic behavioural form, cites jellyfish medusae vs. polyps, and humans)","Behavioural (nomadic v individual strategy, the propensity to switch between strategies/plasticity)",NA,Not considered,"Individuals, sub-populations","Maybe, switching between colonial to nomadic strategy is considered a switch from high-competition/cooperation to low competition/cooperation, not from one to the other. Although the amount of plasticity may be seen as enhancing cooperation and reducing competition when it becomes detrimental to the population. ","Mutualistic to antagonistic, Antagonistic to mutualistic",Related to the environmental deterioration of having larger groups,long term population growth v decay,impacts of behavioral/phenotypic plasticity,Population models,,Maybe,The issue is whether the degree of behavioral plasticity can be considered and individual trait that shifts the interactions within population between competition-cooperation (I think it possibly can),MW,pending,,
MA294,133,Modelling,n/a,NM,Private benefits and metabolic conflicts shape the emergence of microbial interdependencies,"Estrela, S. and Morris, J.J. and Kerr, B.",Environmental Microbiology,18,5,1415-1427,2016,10.1111/1462-2920.13028,1/21/2020 22:22:02,NM,Modelling/theory,interdependency of functions between organisms (something like cooperation),"Inter-specific (2 species), Intra-specific (between populations)",NA (designed on microbial interactions primarily),"Leaky traits (i.e. generalized traits that provide benefits to other organisms, particularly chemical production) ",NA,"The degree of privatization of 'leaky functions', i.e. the level that the benefits of the function are isolation to the organism performing the function",Model refers to strains (so could apply  to populations inter- or intraspecifically interacting),"Yes, high privatization leads to independent genotypes, low levels lead to some exploitation, intermediate levels lead to mutually interdependent genotypes ","Mutualistic to antagonistic, Antagonistic to mutualistic",the model directly manipulates the degree of function privatization,the degree of interdependency between interacting 'strains',unclear,,,Yes,,MW,pending,,
MA340,151,Modelling,n/a,NM,"Solitary obsession or mnage  trois, but cooperative breeding is never a two-party game","Cockburn, A.",Behavioural Processes,76,2,106-108,2007,10.1016/j.beproc.2006.12.014,1/21/2020 22:29:47,NM,Commentary,Competition-cooperation,Intra-specific (within population),NA,NA,NA,NA,,NA,,NA,NA,,,,No,"Paper is a commentary, primarily focused on definitions of cooperative behavioral and cooperative breeding",MW,pending,,
MA370,165,Modelling,n/a,NM,The effect of keystone individuals on collective outcomes can be mediated through interactions or behavioral persistence,"Pinter-Wollman, N. and Keiser, C.N. and Wollman, R. and Pruitt, J.N.",American Naturalist,188,2,240-252,2016,10.1086/687235,1/22/2020 1:22:42,NM,Modelling/theory,"Competition-cooperation, Cooperation (in prey attack)- Disease transfer",Intra-specific (within population),NA (generalized social group. but based on group hunting social spider Stegodyphus dumicola),"Social influence (keystone individual with a high degree of influence on the behavioural composition and/ collective behaviour of a group, in the study species this is a high boldness individual)",NA,Not stated in the paper,"Individuals, Populations","Yes, shows a trade-off between positive and negative outcomes of collective behaviour that is influenced by the presence of keystone (high boldness) individuals in the group","Mutualistic to antagonistic, Antagonistic to mutualistic, A trade-off between negative and positive collective outcome implies it moves in both directions.",The persistence of behaviours within the group; the degree of behavioural influence between group members; and patterns of interactions between group members,influences the costs and benefits of collective behaviours (terms collective outcomes),shows factors influencing intraspecific social niches,,,Yes,,MW,pending,,
MA390,178,Modelling,n/a,NM,The varying relationship between helping and individual quality,"Barclay, Pat and Reeve, H. Kern",BEHAVIORAL ECOLOGY,23,4,693-698,2012,10.1093/beheco/ars039,1/22/2020 1:36:41,NM,"Modelling/theory, Review",Competition-cooperation,Intra-specific (within population),NA,Individual quality,Between individuals in an interacting social group,No,Individuals,"Only if you consider that competition inherently exist within social groups between individuals, and participating in cooperative 'helping' behavior makes inter-individual interactions more antagonistic and less mutualistic","Mutualistic to antagonistic, Antagonistic to mutualistic","The costs of helping (performance costs and opportunity costs are distinguished), and whether there are menefits of helping to the individual",Determines roles in a social group,factors influencing individual social niches,,Need a second opinion on whether is can be considered a shift towards more antagonistic interactions simply by not helping.,Maybe,"No explicitly a shift towards antagonism (due to the not participating in helping behaviour), but increased competition could be implied",MW,pending,,"[NM: Could possibly be excluded as 'no evidence of variation in antagonism (only mutualistic variation, not along the m-a continuum)']"
MA408,190,Modelling,n/a,NM,When cooperation begets cooperation: The role of key individuals in galvanizing support,"McAuliffe, K. and Wrangham, R. and Glowacki, L. and Russell, A.F.",Philosophical Transactions of the Royal Society B: Biological Sciences,370,1683,NA,2015,10.1098/rstb.2015.0012,1/22/2020 1:53:14,NM,Review,Competition-cooperation,"Intra-specific (within population), Intra-specific (between populations)","NA (34 cas studies, each based on a variety of species examples)",Behavioural: the level of individual investment in cooperative interactions,NA,"Yes, shows examples of species where there is genetically hertiable components to investment in cooperation; suggests there is also a epigenetic component",Individuals,"Yes, suggests individuals will vary in their investment in cooperative interactions based on the costs/benefits to the individual, but also due to heritable/genetic/epigenetic amoung individual behavioural variation","Mutualistic to antagonistic, Antagonistic to mutualistic","NA, suggests that pre-existing behavioural variation in populations will influence the interaction between individuals on a cooperation-competition continuum ","""bi-parental care; cooperative breeding; cooperative hunting; and human cooperation """,individual variation influencing between individual interactions,,,Yes,,MW,pending,,
MA2,1,Interspecific,plant-animal,CM,A common framework for identifying linkage rules across different types of interactions,"Bartomeus, Ignasi and Gravel, Dominique and Tylianakis, Jason M. and Aizen, Marcelo A. and Dickie, Ian A. and Bernard-Verdier, Maud",FUNCTIONAL ECOLOGY,30,12,1894-1903,2016,10.1111/1365-2435.12666,12/11/2019 02:37,CM,"Modelling/theory, Review",Consumer-resource/predator-prey,Inter-specific (2 species),NA,"body size; incisive strength dry matter content; pollinator tongue length, plant nectar  ",in both (modelling of trait-matching),NA,"Individuals, Species",yes,"Mutualistic to antagonistic, Antagonistic to mutualistic",trait variation and trait matching,"ecosystem functioning, architecture of biodiversity",NA,,,Yes,,NM,Include,,Agree with reviewer decision
MA5,3,Intraspecific,competition-cooperation,UE,A Hypervariable Invertebrate Allodeterminant,"Nicotra, M.L. and Powell, A.E. and Rosengarten, R.D. and Moreno, M. and Grimwood, J. and Lakkis, F.G. and Dellaporta, S.L. and Buss, L.W.",Current Biology,19,7,583-589,2009,10.1016/j.cub.2009.02.040,02/06/2020 05:15,UE,Experimental,"Competition-cooperation, colony fusion vs. colony competition",Intra-specific (within population),Hydractinia symbiolongicarpus (Cnidaria),alleles (f vs. r) at locus alr1 and alr2,Hydractinia symbiolongicarpus (Cnidaria),"yes: 2 shared: fusion none shared: rejection  1 shared at alr2: initial fuse, but separation after 1-3 days (type I) 1 shared at alr1: initial fuse 1-4 days, then cyles of rejection and (re)fusion (type II)","Individuals, although individual is not quite correct, as one ""individual"" is likely a colony of Cnidarians, if I understand correctly; also, they can fuse, so two ""individuals"" become one",yes,"Both: two neighbours: either they fuse, or they fight (or occssionaly, a circle of initial fusion and then rejection)",alleles,???,yes; individual differences,mechanism of recognition foreign cells; on the genetic level elucidated,no,Yes,,NM,Include,,Agree with reviewer decision
MA8,4,Intraspecific,competition-cooperation,UE,Adaptations for social cognition in the primate brain,"Platt, M.L. and Seyfarth, R.M. and Cheney, D.L.",Philosophical Transactions of the Royal Society B: Biological Sciences,371,1687,NA,2016,10.1098/rstb.2015.0096,02/06/2020 21:50,UE,Review,Competition-cooperation,Intra-specific (within population),"Old world monkeys, e.g.baboons (Papio spp.), Assamese macaques, Macaca assamensis; Barbary macaques, Macaca sylvana; geladas, Theropithecus gelada, chimpanzees, Pan troglodytes; rhesus macaques, Macaca mulatta","unclear, whether genetic, skills, motivation; some evidence for ""adaptive influence of genes on neural circuits and neuromodulatory systems mediating social function""",see Q6; experiments in Rhesus macaques,very little to date; some suggest some heritability (one study),Individuals,yes; individuals have to decide whether to cooperate and/or compete with each other,"Mutualistic to antagonistic, Antagonistic to mutualistic, can go forth and back, depending on the situation",likely individual decisions,[my interpretation:] selction for social behaviour,"yes, individual differences, personality",,"no clear shift, as individuals have to decide in each interaction whether they cooperate or compete",Yes,,NM,Include,,"Agree with reviewer decision, individual variation is considered in a range of neurological/behavioural traits that leads to variation along the m-a continuum"
MA11,7,Intraspecific,competition-cooperation,JW,Age-dependent change of coalitionary strategy in male Barbary macaques,"Rathke, E.-M. and Berghnel, A. and Bissonnette, A. and Ostner, J. and Schlke, O.",Primate Biology,4,1,01-Jul,2017,10.5194/pb-4-1-2017,1/27/2020 19:50:17,JW,Observational,Competition-cooperation,Intra-specific (within population),Macaca sylvanus,Age,Macaca sylvanus,NA,Individuals,Yes,Antagonistic to mutualistic,Social,"Reproductive strategy, mating success.",Yes,NA,NA,Yes,,NM,Include,,Agree with reviewer decision
MA18,9,Interspecific,predator-prey,CM,Antagonistic evolution in an aposematic predator-prey signaling system,"Speed, Michael P. and Franks, Daniel W.",EVOLUTION,68,10,2996-3007,2014,10.1111/evo.12498,12/11/2019 02:58,CM,Modelling/theory,Consumer-resource/predator-prey,"Inter-specific (2 species), Intra-specific (within population)",NA,"apperance and toxicity level of prey, which influences predator decision making",prey,locus and alleles assumed,"Individuals, Populations",Yes,Mutualistic to antagonistic,toxicity and aposematic signaling of prey,environmental heterogeneity can drive evolutionary antagonism,potentially,NA,NA,Yes,,NM,Include,,Agree with reviewer decision
MA34,16,Modelling,n/a,KJB,Bet hedging based cooperation can limit kin selection and form a basis for mutualism,"Uitdehaag, Joost C. M.",JOURNAL OF THEORETICAL BIOLOGY,280,1,76-87,2011,10.1016/j.jtbi.2011.04.002,02/04/2020 06:49,KJB,Modelling/theory,Competition-cooperation,Intra-specific (within population),NA,Variance in offspring number over time and covariance between types in offspring numbers,NA,Relatedness is used as a pre-set parameter that affects the outcome of the model.,Individuals,"Yes, otherwise competing types become mutualistic if they experience a 'good' environment at very different times.",Antagonistic to mutualistic,Competitive similarity,Potentially speciation,The species generate each other's niche that they then have to stick to.,Somewhat similar to MA359,,Yes,,NM,Include,,Agree with reviewer decision
MA39,20,Intraspecific,competition-cooperation,ET,"Capuchin monkeys (Sapajus {[}Cebus] apella) play Nash equilibria in dynamic games, but their decisions are likely not influenced by oxytocin","Smith, Mackenzie F. and Leverett, Kelly L. and Wilson, Bart J. and Brosnan, Sarah F.",AMERICAN JOURNAL OF PRIMATOLOGY,81,4,NA,2019,10.1002/ajp.22973,11/21/2019 22:18:28,ET,Experimental,"Competition-cooperation, Male-female",Intra-specific (within population),Sapajus (Cebus) apella,Behavioural phenotype (decision making),,No,Individuals,Yes,Mutualistic to antagonistic,Social,Reproductive success / Dominance,Yes,,,Yes,,NM,Include,,Agree with reviewer decision
MA43,21,Intraspecific,competition-cooperation,BC,Cheats as first propagules: A new hypothesis for the evolution of individuality during the transition from single cells to multicellularity,"Rainey, Paul B. and Kerr, Benjamin",BIOESSAYS,32,10,872-880,2010,10.1002/bies.201000039,12/10/2019 18:42,BC,Hypothesis - opinion paper,transition from single cells to multicellularity,Intra-specific (within population),Pseudomonas,"collective Behaviour , i.e. producing adhesive glue to form a mat",Pseudomonas,no,clones? as we are talking about bacteria,no,"some cells are cheaters, some produce the adhesive glue to form a mat",not known,"mobility , i.e. once a mat (imobile form of Pseudomoas cells) is formed the cheaters have the chance to ""leave"" ","not sure, i tend to say no",,"This paper uses two published papers, which in case they are relevant should pop up themselves in our literature search. The individual cells do not shift in their interaction type. ",Maybe,"There is no shift in the quality of the interaction, if we assume a mutation as a shift than it might be suitable",NM,Include,,"Following reviewer reasoning, the mutuations are variability in genotypes that are associated with differing phenotypes and collective behaviour, interaction that varies is the level of cooperation or compeitiion between individual cells"
MA60,27,Interspecific,plant-animal,CM,Competing for seed dispersal: evidence for the role of avian seed hoarders in mediating apparent predation among oaks,"Pesendorfer, Mario B. and Koenig, Walter D.",FUNCTIONAL ECOLOGY,31,3,622-631,2017,10.1111/1365-2435.12770,12/11/2019 03:51,CM,Observational,"Consumer-resource/predator-prey, Plants - seed dispersers/predators",Inter-specific (>2 species),"plants: Quercus lobata, Q. agrifolia, Q. douglasii; birds: Aphelocoma californica and Melanerpes formicivorus",seed crop size and acorn availability,plants,NA,"Individuals, Landscape-wide seed availability",Yes,Mutualistic to antagonistic,seed availability affects seed dispersal quality of Aphelocoma californica,apparent predation can arise from contrasting responses of seed predators to acorn availability,NA,"Traits of both players need to be considered, tree trait: seed availability; bird trait: seed predation dynamimcs","quite complex, as there are multiple players (3 tree and 2 bird species) which interact",Yes,,NM,Include,,Agree with reviewer decision
MA63,29,Modelling,n/a,MW,Competitive altruism: from reciprocity to the handicap principle,"Roberts, G",PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,265,1394,427-431,1998,10.1098/rspb.1998.0312,01/02/2020 23:29,MW,"Modelling/theory, Review",Competition-cooperation,Intra-specific (within population),NA,generosity,NA,NA,Populations,yes,depends,e.g. the extent to which partner choice is possible,NA,NA,"Key sentence: ""introducing individual differences in generosity combined with partner choice can lead to competition for partners and thereby to an escalation in generosity which is rewarded by greater benefits for those which choose to or can invest more""",NA,Yes,,NM,Include,,Agree with reviewer decision
MA71,32,Modelling,n/a,KJB,Conflicting selection in the course of adaptive diversification: The interplay between mutualism and intraspecific competition,"Raimundo, R.L.G. and Gibert, J.P. and Hembry, D.H. and Guimares Jr., P.R.",American Naturalist,183,3,363-375,2014,10.1086/674965,02/04/2020 07:07,KJB,Modelling/theory,Competition-cooperation,Inter-specific (2 species),NA,A 'magic' trait [literally taken from the paper],both,Offspring get the average of the parental trait values + a number from a normal distribution with mu =0 and sigma =0.05,"Species, Somehwat unclear as later the original species are again divided into subspecies.","The number of mutualistic partners that an individual typically encounters, determines how many species can co-exist.",Antagonistic to mutualistic,Number of mutualistic partner encountered,Speciation,Subniches are formed to respond to subniches in the mutualistic partner species,,,Maybe,"There is no evidence of trait variation, It is not so clear what happens when the amount of variation changes, rather the amount of variation is a prodcut of the model.",NM,Include,,Implied variation in abstract 'magic' trait is sufficent to meet the criteria
MA73,33,Interspecific,host-symbiont,LKL,Context-dependent interactions of insects and defensive symbionts: insights from a novel system in siricid woodwasps,"Hajek, A.E. and Morris, E.E. and Hendry, T.A.",Current Opinion in Insect Science,33,NA,77-83,2019,10.1016/j.cois.2019.03.006,01/01/2020 03:00,LKL,Review,Host-symbiont,Inter-specific (>2 species),"wood- wasps (Siricidae), their fungal symbionts (Amylostereum), and parasitic Deladenus nematodes",dimorphic nematode can be mycophagous (feeding on fungal symbionts within tree where the host inhabit) or parasitic (bore into host at larval stage and the females are used as vectors),Deladenus nematodes (the parasite),"Probably, judging by the references ","Individuals, Populations",This review referred to two other studies suggesting that symbiont infection could be costly for the host when the parasitoids are absent.,"Mutualistic to antagonistic, Antagonistic to mutualistic, antagonistic (parasitism) <-> commensalism (parasite feeding on the symbiont and use the host as vector)",species or strain of their fungal symbiont; condition of dwelling tree (extra evidence: mycophagous nematodes turn into parasitic form under high CO2 and low pH in vitro),Nutrient cycles/energy flow/succession(?): Wood degradation process (habitats of other animals within the tree; fungal diversity,Yes,NA,NA,Yes,,NM,Include,,Agree with reviewer decision
MA76,35,Intraspecific,competition-cooperation,ET,Cooperation and conflict in ant foundress associations: insights from geographical variation,"Cahan, SH",ANIMAL BEHAVIOUR,61,4,819-825,2001,10.1006/anbe.2000.1671,11/21/2019 22:30:34,ET,Experimental,Competition-cooperation,Intra-specific (between populations),Messor pergandel,Behavioural phenotype,,No,"Individuals, Populations",Yes,"Mutualistic to antagonistic, Antagonistic to mutualistic",Social,Investment,Yes,"Non-social Foundresses shifted towards cooperation (regarding investment decisions) when in social context, whereas social Foundresses shifted towards competition.",,Yes,,NM,Include,,Agree with reviewer decision
MA78,37,Modelling,n/a,PT,Cooperation and conflict in the evolution of multicellularity,"Michod, RE and Roze, D",HEREDITY,86,1,01-Jul,2001,10.1046/j.1365-2540.2001.00808.x,12/09/2019 10:53,PT,Modelling/theory,"Competition-cooperation, Multi-cellular vs single-cell","Intra-specific (within population), Intra-specific (between populations)",n/a,"mutation rate, group size (N), propagule size",There's only really one species,No,"Individuals, Populations","Yes, sort of.  It's mainly about whether to be a single cell or have multi-cellularity though, so the antagonism is not refered to as such (but in a way could appear in the form of the PD game).",Antagonistic to mutualistic,Mainly mutation rate,Going to a multicellur organism (with group benefits that outweigh the benefit of operating alone).,Not really -- unless you regard multicellularity as a type of social niche!,,n/a,Yes,,NM,Include,,Agree with reviewer decision
